# Argument List:
# Name = hot5
# peak file = hot5.bed
# gene pos to peak = up,down
# distance = 2000 bp
# genome = ../../../bin/peak2gene/hg19.refGene
# Output symbol as gene name = True
#chrom	pStart	pEnd	pName	pScore	NA	gene	strand	TSS2pCenter
chr1	10003148	10003872	14	0	0	NMNAT1|LZIC	+|-	-25|684
chr1	100065119	100065669	5	0	0			
chr1	100315369	100315964	7	0	0	AGL|AGL|AGL|AGL|AGL	+|+|+|+|+	378|-27|378|378|864
chr1	100435201	100435800	12	0	0	SLC35A3	+	39
chr1	100503346	100503926	6	0	0	HIAT1	+	152
chr1	100598286	100599034	15	0	0	CCDC76|SASS6	+|-	45|149
chr1	100715078	100715805	9	0	0	DBT	-	32
chr1	100816592	100817447	5	0	0	CDC14A|CDC14A|CDC14A	+|+|+	1003|1003|1003
chr1	10092401	10093841	13	0	0	UBE4B|UBE4B	+|+	-81|-81
chr1	101087493	101088154	6	0	0			
chr1	101360136	101361903	13	0	0	EXTL2|SLC30A7|EXTL2|SLC30A7	-|+|-|+	601|612|601|614
chr1	1014657	1015958	12	0	0			
chr1	101469537	101470114	5	0	0			
chr1	10270169	10270942	6	0	0	KIF1B|KIF1B	+|+	208|208
chr1	104068081	104068888	6	0	0	RNPC3	+	93
chr1	10440594	10441123	9	0	0			
chr1	10447512	10449088	22	0	0			
chr1	10458512	10459636	11	0	0	PGD	+	10
chr1	10475248	10475862	9	0	0			
chr1	10483953	10484647	5	0	0			
chr1	10490177	10491094	11	0	0	APITD1|APITD1|APITD1|APITD1	+|+|+|+	-477|-477|-477|168
chr1	1051118	1052148	7	0	0	C1orf159	-	-103
chr1	10532262	10532958	15	0	0	DFFA|DFFA	-|-	-3|-3
chr1	10534692	10535303	9	0	0	PEX14	+	5
chr1	10659284	10660025	5	0	0			
chr1	108225637	108226199	5	0	0			
chr1	109102325	109102982	6	0	0	FAM102B	+	317
chr1	109234633	109235731	11	0	0	PRPF38B	+	-251
chr1	109288842	109290309	16	0	0	STXBP3	+	-291
chr1	109370636	109371745	8	0	0			
chr1	109373012	109373583	6	0	0			
chr1	109419334	109419965	6	0	0	GPSM2	+	-47
chr1	109618378	109618989	6	0	0	TAF13	-	59
chr1	109633013	109634095	13	0	0	TMEM167B	+	-152
chr1	109642403	109643285	10	0	0	SCARNA2	+	-30
chr1	109723880	109724431	6	0	0			
chr1	109756124	109757001	5	0	0	SARS|SARS	+|+	-48|-48
chr1	109806093	109806703	6	0	0			
chr1	109817129	109818253	9	0	0			
chr1	109825651	109826445	5	0	0	PSRC1|PSRC1|PSRC1	-|-|-	258|258|258
chr1	109935323	109936068	5	0	0			
chr1	109968471	109969696	10	0	0	PSMA5	-	46
chr1	110026370	110027119	10	0	0	ATXN7L2	+	-184
chr1	110036336	110037158	9	0	0	CYB561D1|CYB561D1|CYB561D1|CYB561D1|CYB561D1	+|+|+|+|+	-47|-90|-47|-47|-47
chr1	110090878	110091514	9	0	0	GNAI3	+	-11
