# Argument List:
# Name = hot0
# peak file = hot0.bed
# gene pos to peak = up,down
# distance = 2000 bp
# genome = ../../../bin/peak2gene/hg19.refGene
# Output symbol as gene name = True
#chrom	pStart	pEnd	pName	pScore	NA	gene	strand	TSS2pCenter
chr1	100008097	100008720	2	0	0			
chr1	100020112	100020672	2	0	0			
chr1	10002319	10002839	2	0	0	NMNAT1|LZIC	+|-	906|-247
chr1	100023392	100023893	1	0	0			
chr1	10003148	10003872	14	0	0	NMNAT1|LZIC	+|-	-25|684
chr1	100065119	100065669	5	0	0			
chr1	10010302	10010805	2	0	0			
chr1	100113590	100114091	1	0	0			
chr1	100147096	100147597	1	0	0			
chr1	100151180	100151701	2	0	0			
chr1	100173034	100173562	2	0	0			
chr1	100194278	100194790	2	0	0			
chr1	100202519	100203022	2	0	0			
chr1	100222108	100222609	1	0	0			
chr1	100225217	100225718	1	0	0			
chr1	100231888	100232453	2	0	0	FRRS1	-	821
chr1	100239351	100239852	1	0	0			
chr1	100274138	100274639	2	0	0			
chr1	100315369	100315964	7	0	0	AGL|AGL|AGL|AGL|AGL	+|+|+|+|+	378|-27|378|378|864
chr1	100435201	100435800	12	0	0	SLC35A3	+	39
chr1	1004413	1004914	2	0	0			
chr1	100452281	100452782	1	0	0			
chr1	100499963	100500483	2	0	0			
chr1	100503346	100503926	6	0	0	HIAT1	+	152
chr1	100598286	100599034	15	0	0	CCDC76|SASS6	+|-	45|149
chr1	100715078	100715805	9	0	0	DBT	-	32
chr1	100731453	100732027	4	0	0	RTCD1|RTCD1	+|+	-27|-27
chr1	100788336	100788837	1	0	0			
chr1	100816592	100817447	5	0	0	CDC14A|CDC14A|CDC14A	+|+|+	1003|1003|1003
chr1	100817838	100818341	2	0	0	CDC14A|CDC14A|CDC14A	+|+|+	-67|-67|-67
chr1	100823690	100824191	1	0	0			
chr1	100878523	100879024	1	0	0			
chr1	100920993	100921494	1	0	0			
chr1	10092401	10093841	13	0	0	UBE4B|UBE4B	+|+	-81|-81
chr1	100924996	100925514	2	0	0			
chr1	100929210	100929712	2	0	0			
chr1	10094397	10094903	2	0	0	UBE4B|UBE4B	+|+	-1610|-1610
chr1	100951304	100951805	1	0	0			
chr1	10106010	10106511	1	0	0			
chr1	101071936	101072446	2	0	0			
chr1	101087493	101088154	6	0	0			
chr1	101088700	101089258	3	0	0			
chr1	101176781	101177282	1	0	0			
chr1	101200253	101200754	1	0	0			
chr1	101202260	101202761	1	0	0			
chr1	101300505	101301009	2	0	0			
chr1	101331903	101332413	2	0	0			
chr1	101333870	101334377	2	0	0			
chr1	101349431	101350056	2	0	0			
