chr16	57682950	57683343	BroadHistoneDnd41Ctcf	0	.	547.081245462124	-1	5.08769270481119	183	
chr1	114889111	114889509	BroadHistoneDnd41Ctcf	0	.	497.508291638461	-1	5.08769270481119	188	
chr14	50328778	50329160	BroadHistoneDnd41Ctcf	0	.	479.700058317179	-1	5.08769270481119	170	
chr20	32900439	32900865	BroadHistoneDnd41Ctcf	0	.	477.207116610381	-1	5.08769270481119	219	
chr20	56784853	56785301	BroadHistoneDnd41Ctcf	0	.	476.368189645141	-1	5.08769270481119	230	
chr10	6130606	6131037	BroadHistoneDnd41Ctcf	0	.	475.447391042796	-1	5.08769270481119	217	
chr7	150869622	150870032	BroadHistoneDnd41Ctcf	0	.	473.945213118911	-1	5.08769270481119	208	
chr17	32526926	32527295	BroadHistoneDnd41Ctcf	0	.	472.853433262628	-1	5.08769270481119	200	
chr16	4303981	4304398	BroadHistoneDnd41Ctcf	0	.	469.702007640448	-1	5.08769270481119	204	
chr17	39818880	39819310	BroadHistoneDnd41Ctcf	0	.	469.679172459823	-1	5.08769270481119	233	
chr1	225662606	225663004	BroadHistoneDnd41Ctcf	0	.	464.965708702582	-1	5.08769270481119	194	
chr11	191944	192323	BroadHistoneDnd41Ctcf	0	.	461.699326540954	-1	5.08769270481119	220	
chr12	54773447	54773839	BroadHistoneDnd41Ctcf	0	.	460.702729015965	-1	5.08769270481119	175	
chr6	41336575	41336968	BroadHistoneDnd41Ctcf	0	.	460.123851053586	-1	5.08769270481119	219	
chr3	195577746	195578111	BroadHistoneDnd41Ctcf	0	.	458.6312931037	-1	5.08769270481119	182	
chr6	73121905	73122247	BroadHistoneDnd41Ctcf	0	.	456.26267299476	-1	5.08769270481119	174	
chr17	41560962	41561332	BroadHistoneDnd41Ctcf	0	.	455.841001034852	-1	5.08769270481119	181	
chr6	41286592	41286965	BroadHistoneDnd41Ctcf	0	.	453.629678775445	-1	5.08769270481119	181	
chr12	58299133	58299515	BroadHistoneDnd41Ctcf	0	.	452.141945153511	-1	5.08769270481119	181	
chr20	31377847	31378208	BroadHistoneDnd41Ctcf	0	.	452.014790192082	-1	5.08769270481119	161	
chr7	25605529	25605874	BroadHistoneDnd41Ctcf	0	.	451.940378863602	-1	5.08769270481119	169	
chr17	79075446	79075907	BroadHistoneDnd41Ctcf	0	.	450.088711676809	-1	5.08769270481119	245	
chr1	9687007	9687393	BroadHistoneDnd41Ctcf	0	.	445.596034562637	-1	5.08769270481119	197	
chr20	30200640	30201031	BroadHistoneDnd41Ctcf	0	.	444.172003277112	-1	5.08769270481119	191	
chr14	104544283	104544673	BroadHistoneDnd41Ctcf	0	.	442.890122628109	-1	5.08769270481119	196	
chr10	4891834	4892204	BroadHistoneDnd41Ctcf	0	.	441.227848406949	-1	5.08769270481119	197	
chr1	29529402	29529757	BroadHistoneDnd41Ctcf	0	.	440.99186379614	-1	5.08769270481119	171	
chr2	44706522	44706902	BroadHistoneDnd41Ctcf	0	.	440.973594385391	-1	5.08769270481119	211	
chr4	178171248	178171573	BroadHistoneDnd41Ctcf	0	.	440.602279782738	-1	5.08769270481119	165	
chr1	17036240	17036645	BroadHistoneDnd41Ctcf	0	.	440.128400288761	-1	5.08769270481119	212	
chr15	40566887	40567252	BroadHistoneDnd41Ctcf	0	.	439.693001393627	-1	5.08769270481119	199	
chr12	53553150	53553524	BroadHistoneDnd41Ctcf	0	.	439.250133533496	-1	5.08769270481119	180	
chr1	150951945	150952331	BroadHistoneDnd41Ctcf	0	.	438.810871682976	-1	5.08769270481119	190	
chr12	54069834	54070200	BroadHistoneDnd41Ctcf	0	.	438.124674503458	-1	5.08769270481119	178	
chr20	48687828	48688158	BroadHistoneDnd41Ctcf	0	.	437.877774135147	-1	5.08769270481119	175	
chr16	28956894	28957299	BroadHistoneDnd41Ctcf	0	.	435.898576062468	-1	5.08769270481119	187	
chr10	102193535	102193901	BroadHistoneDnd41Ctcf	0	.	435.063683950145	-1	5.08769270481119	180	
chr2	47214129	47214535	BroadHistoneDnd41Ctcf	0	.	434.298721545125	-1	5.08769270481119	215	
chr2	223555305	223555651	BroadHistoneDnd41Ctcf	0	.	434.146416907702	-1	5.08769270481119	168	
chr17	40669480	40669850	BroadHistoneDnd41Ctcf	0	.	433.919599149187	-1	5.08769270481119	195	
chr6	53036654	53037032	BroadHistoneDnd41Ctcf	0	.	433.702681683328	-1	5.08769270481119	190	
chr20	43238650	43238999	BroadHistoneDnd41Ctcf	0	.	432.033075141045	-1	5.08769270481119	168	
chr5	43105782	43106142	BroadHistoneDnd41Ctcf	0	.	431.804370667295	-1	5.08769270481119	191	
chr14	106804925	106805330	BroadHistoneDnd41Ctcf	0	.	429.464572864637	-1	5.08769270481119	202	
chr13	100089127	100089515	BroadHistoneDnd41Ctcf	0	.	429.458794421446	-1	5.08769270481119	192	
chr11	72145118	72145594	BroadHistoneDnd41Ctcf	0	.	429.362827224325	-1	5.08769270481119	227	
chr12	57632877	57633263	BroadHistoneDnd41Ctcf	0	.	429.315996357638	-1	5.08769270481119	173	
chr3	48477361	48477775	BroadHistoneDnd41Ctcf	0	.	429.155393674918	-1	5.08769270481119	232	
chr12	54793073	54793401	BroadHistoneDnd41Ctcf	0	.	428.428178263593	-1	5.08769270481119	176	
chr11	65652127	65652496	BroadHistoneDnd41Ctcf	0	.	428.005568414701	-1	5.08769270481119	163	
chr1	167772526	167772951	BroadHistoneDnd41Ctcf	0	.	427.875651555835	-1	5.08769270481119	249	
chr12	125667697	125668024	BroadHistoneDnd41Ctcf	0	.	427.848122708406	-1	5.08769270481119	162	
chr11	36768628	36769028	BroadHistoneDnd41Ctcf	0	.	427.408400284474	-1	5.08769270481119	188	
chr17	43212628	43212985	BroadHistoneDnd41Ctcf	0	.	427.401087161914	-1	5.08769270481119	172	
chr12	13408675	13409003	BroadHistoneDnd41Ctcf	0	.	426.595979953261	-1	5.08769270481119	162	
chr20	37063919	37064288	BroadHistoneDnd41Ctcf	0	.	426.006384247447	-1	5.08769270481119	181	
chr20	42939795	42940115	BroadHistoneDnd41Ctcf	0	.	425.146163774663	-1	5.08769270481119	170	
chr20	42709422	42709764	BroadHistoneDnd41Ctcf	0	.	425.027696639088	-1	5.08769270481119	173	
chr8	22431838	22432274	BroadHistoneDnd41Ctcf	0	.	424.945881253024	-1	5.08769270481119	212	
chr19	2236245	2236569	BroadHistoneDnd41Ctcf	0	.	424.92709752439	-1	5.08769270481119	163	
chr11	62673408	62673748	BroadHistoneDnd41Ctcf	0	.	424.393898454683	-1	5.08769270481119	201	
