chr5	88639510	88639898
chr2	179269167	179269493
chr11	72863961	72864272
chr1	9486347	9486789
chr22	23277675	23278208
chr13	41019620	41020084
chr3	156534704	156535089
chr19	17416169	17416479
chr12	108962602	108962900
chr17	3461816	3462235
chr2	25433157	25433494
chr10	104420927	104421349
chr15	40346870	40347223
chr4	185435475	185435796
chr12	8763801	8764104
chr12	123911584	123911878
chr3	133209890	133210210
chr11	126059041	126059407
chr1	154810129	154810537
chr19	45256569	45256893
chr11	117881728	117882093
chr1	32713856	32714205
chr7	55601066	55601413
chr5	149185381	149185704
chr22	23274070	23274407
chr2	111506007	111506469
chr7	104652931	104653224
chr10	112116337	112116738
chr20	37471202	37471479
chr7	102082071	102082406
chr8	41480477	41480778
chr22	27006263	27006653
chr14	106328189	106328575
chr7	530159	530495
chr10	7513963	7514302
chr21	34681230	34681534
chr16	57643565	57643852
chr16	53095847	53096114
chr2	191884947	191885223
chr6	157019447	157019760
chr1	183880522	183880780
chr8	38815052	38815438
chr7	130808969	130809332
chrX	70842362	70842738
chrX	48796061	48796332
chr16	73323179	73323466
chr4	184644214	184644738
chr20	62482262	62482552
chr19	947695	948083
chr1	205257400	205257749
chr6	33538559	33538829
chr11	126944001	126944325
chr2	219761209	219761510
chr2	196424361	196424608
chr4	54614477	54614905
chr10	14690175	14690427
chr1	235114153	235114486
chr15	52758352	52758649
chr7	20259558	20259873
chr16	89045111	89045441
chr16	30470062	30470396
chr1	31227596	31227922
chr16	23347231	23347541
chr18	51811414	51811693
chr21	44710354	44710634
chr2	100863972	100864288
chr1	1710282	1710655
chr3	128995325	128995582
chr17	1496173	1496465
chr1	3593498	3593913
chr15	31558625	31558938
chr18	20822120	20822488
chr16	89034496	89034973
chr22	24823787	24824075
chr16	11402633	11403009
chr1	23852330	23852594
chr1	150535292	150535651
chr17	27065711	27066041
chr16	58277420	58277704
chr3	13373766	13374031
chr22	30704561	30704839
chr2	38834985	38835233
chr10	93861124	93861496
chr15	75162383	75162636
chr20	49067554	49067865
chr5	78023942	78024207
chr6	29932639	29932912
chr6	90007759	90008036
chr14	65753921	65754225
chr2	137084667	137084970
chr17	40856948	40857349
chr20	42310701	42311049
chr5	114545062	114545292
chr8	135614109	135614433
chr12	1663512	1664037
chr8	61705416	61705716
chr5	158885265	158885589
chr17	1626386	1626656
chr7	99818886	99819157
chr3	58188656	58188939
chr14	81425847	81426203
chr2	64441836	64442093
chr14	95794253	95794499
chr16	12637201	12637508
chr5	150594160	150594518
chr8	8610612	8610894
chr12	116997548	116997890
chr2	100758986	100759254
chr17	56017118	56017416
chr18	10953814	10954094
chr19	2610729	2611009
chr10	81046033	81046393
chr9	116344196	116344538
chr1	42194355	42194774
chr3	134623150	134623435
chr9	36993852	36994262
chr6	30655134	30655449
chr6	14910923	14911167
chrX	9910227	9910516
chr3	56951771	56952061
chr6	7963540	7963819
chr20	32366348	32366612
chr14	106048270	106048649
chr19	52110332	52110584
chr2	69016742	69017086
chr7	142506465	142506837
chr12	48277014	48277355
chr10	103663658	103663948
chr22	27011181	27011515
chr17	70461669	70461963
chr8	56903597	56903876
chr12	215338	215605
chr14	36325331	36325678
chr19	45922775	45923022
chr21	45199656	45199926
chr6	11834575	11834852
chr9	98224937	98225250
chr1	230245656	230245986
chr2	8442130	8442528
