Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	signal peptide	50	32.25806451612903	6.549106601734033E-7	38646_S_AT, 31621_S_AT, 33077_AT, 33284_AT, 35915_AT, 37968_AT, 1355_G_AT, 1855_AT, 35956_S_AT, 33979_AT, 40350_AT, 38236_AT, 37454_AT, 1403_S_AT, 1112_G_AT, 32250_AT, 1901_S_AT, 36766_AT, 1645_AT, 37172_AT, 1786_AT, 34546_AT, 31987_AT, 31512_AT, 37096_AT, 1890_AT, 37898_R_AT, 40294_AT, 1372_AT, 36436_AT, 37105_AT, 35566_F_AT, 33963_AT, 38926_AT, 33684_AT, 33530_AT, 35903_AT, 37408_AT, 37061_AT, 679_AT, 34618_AT, 31506_S_AT, 32469_AT, 38604_AT, 31793_AT, 1331_S_AT, 35169_AT, 34623_AT, 36703_AT, 36328_AT, 38508_S_AT, 2090_I_AT	146	3250	19113	2.0140147523709166	4.2494684211979994E-4	4.2494684211979994E-4	9.776372745906592E-4	
SP_PIR_KEYWORDS	signal	50	32.25806451612903	8.552629036683175E-7	38646_S_AT, 31621_S_AT, 33077_AT, 33284_AT, 35915_AT, 37968_AT, 1355_G_AT, 1855_AT, 35956_S_AT, 33979_AT, 40350_AT, 38236_AT, 37454_AT, 1403_S_AT, 1112_G_AT, 32250_AT, 1901_S_AT, 36766_AT, 1645_AT, 37172_AT, 1786_AT, 34546_AT, 31987_AT, 31512_AT, 37096_AT, 1890_AT, 37898_R_AT, 40294_AT, 1372_AT, 36436_AT, 37105_AT, 35566_F_AT, 33963_AT, 38926_AT, 33684_AT, 33530_AT, 35903_AT, 37408_AT, 37061_AT, 679_AT, 34618_AT, 31506_S_AT, 32469_AT, 38604_AT, 31793_AT, 1331_S_AT, 35169_AT, 34623_AT, 36703_AT, 36328_AT, 38508_S_AT, 2090_I_AT	148	3250	19235	1.9994802494802493	2.753568551059349E-4	2.753568551059349E-4	0.0011552107165413439	
UP_SEQ_FEATURE	disulfide bond	45	29.03225806451613	1.245664195299075E-6	33963_AT, 38646_S_AT, 38926_AT, 33530_AT, 31621_S_AT, 33077_AT, 33284_AT, 37408_AT, 37968_AT, 34467_G_AT, 35915_AT, 35367_AT, 1355_G_AT, 37061_AT, 679_AT, 35090_G_AT, 35956_S_AT, 37983_AT, 35091_AT, 37953_S_AT, 31506_S_AT, 33979_AT, 32439_AT, 40350_AT, 31793_AT, 37454_AT, 1403_S_AT, 1112_G_AT, 32250_AT, 1331_S_AT, 1901_S_AT, 36766_AT, 37172_AT, 34623_AT, 1786_AT, 34546_AT, 31987_AT, 37096_AT, 31512_AT, 36703_AT, 36328_AT, 1890_AT, 37898_R_AT, 40317_AT, 38508_S_AT, 1372_AT, 37105_AT, 35566_F_AT	146	2819	19113	2.089745707940735	8.081098695044142E-4	4.0413659794713563E-4	0.0018594944518390832	
SP_PIR_KEYWORDS	disulfide bond	46	29.677419354838708	1.6861686329502032E-6	38646_S_AT, 33077_AT, 31621_S_AT, 33284_AT, 35915_AT, 37968_AT, 1355_G_AT, 35090_G_AT, 35956_S_AT, 33979_AT, 40350_AT, 37454_AT, 1403_S_AT, 1112_G_AT, 32250_AT, 1901_S_AT, 37172_AT, 36766_AT, 34546_AT, 1786_AT, 31987_AT, 31512_AT, 37096_AT, 1890_AT, 37898_R_AT, 1372_AT, 37105_AT, 35566_F_AT, 33963_AT, 38926_AT, 33530_AT, 37408_AT, 34467_G_AT, 35367_AT, 37061_AT, 679_AT, 37983_AT, 35091_AT, 37953_S_AT, 31506_S_AT, 32439_AT, 31793_AT, 1331_S_AT, 36378_AT, 34623_AT, 36703_AT, 36328_AT, 40317_AT, 38508_S_AT	148	2924	19235	2.0446121566162603	5.427993886388816E-4	2.714365332151525E-4	0.0022775101606642423	
SP_PIR_KEYWORDS	heme	8	5.161290322580645	4.0275304318877704E-5	34453_AT, 38229_AT, 33284_AT, 33516_AT, 1391_S_AT, 1419_G_AT, 31687_F_AT, 31525_S_AT	148	121	19235	8.592807683716774	0.012885175223572243	0.004313639135123726	0.054386779989346046	
SP_PIR_KEYWORDS	iron	11	7.096774193548387	6.947241083792689E-5	32073_AT, 34453_AT, 34636_AT, 38229_AT, 33284_AT, 33516_AT, 1391_S_AT, 1419_G_AT, 31687_F_AT, 31525_S_AT, 37166_AT	148	285	19235	5.016239924134661	0.0221225204988158	0.005577113182145155	0.09379670801430429	
SP_PIR_KEYWORDS	Secreted	29	18.70967741935484	7.17832948070151E-5	33684_AT, 31621_S_AT, 35915_AT, 37061_AT, 35090_G_AT, 35956_S_AT, 35091_AT, 34618_AT, 31506_S_AT, 40350_AT, 38604_AT, 37454_AT, 31793_AT, 38691_S_AT, 1403_S_AT, 1112_G_AT, 1331_S_AT, 32250_AT, 35169_AT, 1645_AT, 34623_AT, 37172_AT, 34546_AT, 36703_AT, 36328_AT, 1890_AT, 37898_R_AT, 38508_S_AT, 2090_I_AT, 36436_AT, 35566_F_AT	148	1689	19235	2.2315099291120606	0.022849944369864872	0.004612340452066044	0.09691529877089433	
SP_PIR_KEYWORDS	chromoprotein	6	3.870967741935484	1.1098405541641386E-4	38229_AT, 33284_AT, 33516_AT, 1391_S_AT, 31687_F_AT, 31525_S_AT	148	62	19235	12.577375762859635	0.03510775694097179	0.005938770223838152	0.14980388947838374	
SP_PIR_KEYWORDS	antibiotic	6	3.870967741935484	1.7233715458114324E-4	33963_AT, 679_AT, 31793_AT, 31506_S_AT, 37105_AT, 34623_AT, 34546_AT, 33979_AT	148	68	19235	11.467607313195549	0.053985465648004105	0.007896847066589663	0.23252776773490247	
SP_PIR_KEYWORDS	Antimicrobial	6	3.870967741935484	2.113379981040614E-4	33963_AT, 679_AT, 31793_AT, 31506_S_AT, 37105_AT, 34623_AT, 34546_AT, 33979_AT	148	71	19235	10.983060525314047	0.06579373743134798	0.008471169126574307	0.2850805579965643	
SP_PIR_KEYWORDS	chemotaxis	6	3.870967741935484	2.2572495394259057E-4	33963_AT, 36703_AT, 37454_AT, 1403_S_AT, 36436_AT, 36766_AT	148	72	19235	10.830518018018019	0.07011247372392415	0.00804431874402245	0.3044601960279336	
SP_PIR_KEYWORDS	glycoprotein	53	34.193548387096776	2.3491033950430278E-4	38646_S_AT, 33077_AT, 33284_AT, 35915_AT, 37968_AT, 1355_G_AT, 1855_AT, 33293_AT, 35090_G_AT, 35956_S_AT, 1575_AT, 33979_AT, 40350_AT, 1974_S_AT, 38236_AT, 1403_S_AT, 1112_G_AT, 32250_AT, 1901_S_AT, 37172_AT, 36766_AT, 1786_AT, 31987_AT, 37096_AT, 1890_AT, 37097_AT, 1372_AT, 37105_AT, 34436_AT, 35566_F_AT, 33963_AT, 38926_AT, 33684_AT, 33530_AT, 35903_AT, 37408_AT, 31525_S_AT, 34467_G_AT, 679_AT, 37983_AT, 35091_AT, 35121_AT, 34618_AT, 37953_S_AT, 32469_AT, 32439_AT, 32084_AT, 1331_S_AT, 35169_AT, 36378_AT, 36328_AT, 31687_F_AT, 40317_AT, 38508_S_AT, 2090_I_AT	148	4318	19235	1.5952314635153912	0.07285936504379487	0.007536458911701849	0.3168313469956163	
